============================================================
[START] 2026-03-19 14:04:01 worker=6 gpu=7 cfg=config/base_hpo3_reconst_15.yaml mode=full
============================================================
[INFO] CUDA_VISIBLE_DEVICES=7
[INFO] MODE=full
[INFO] BASE_CFG=config/base_hpo3_reconst_15.yaml
[INFO] device: cuda
[INFO] visible GPUs: 0
[INFO] device: cuda
[INFO] pretrain mode: reconstruction
[INFO] save_dir: runs/hpo_stage1c_reconst/pretrain/pohang_hpo3_reconst_L6_D256_BP5_80
[INFO] model params: 21,916,865
[Epoch 001/150] loss=6.452364 | best=6.452364 (epoch 1) | time=40.2s
[Epoch 098/100] train_loss=0.058952 | val_loss=0.387940 | val_acc=0.8962 | best_metric=0.9446 (epoch 45) | time=11.2s
[Epoch 099/100] train_loss=0.045456 | val_loss=0.369430 | val_acc=0.9031 | best_metric=0.9446 (epoch 45) | time=11.2s
[Epoch 100/100] train_loss=0.033435 | val_loss=0.364578 | val_acc=0.9066 | best_metric=0.9446 (epoch 45) | time=10.9s
[DONE] finetune finished in 18.94 min
[DONE] best metric = 0.944637 at epoch 45
/home/ted1204/MS_Detection/src/training/trainer_test.py:469: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  ckpt = torch.load(ckpt_path, map_location="cpu")
[INFO] device: cuda
[INFO] visible GPUs: 0
[INFO] device: cuda
[INFO] save_dir: runs/hpo_stage1c_reconst/test/pohang_hpo3_reconst_L6_D256_BP5_80
[INFO] loaded finetuned model from: runs/hpo_stage1c_reconst/finetune/pohang_hpo3_reconst_L6_D256_BP5_80/best.pt
[INFO] load missing keys   : 0
[INFO] load unexpected keys: 0
[INFO] saved val predictions: runs/hpo_stage1c_reconst/test/pohang_hpo3_reconst_L6_D256_BP5_80/val_predictions.csv
[INFO] saved val threshold summary: runs/hpo_stage1c_reconst/test/pohang_hpo3_reconst_L6_D256_BP5_80/val_threshold_summary.json
[INFO] selected threshold from val: 7.227598
[INFO] saved test predictions: runs/hpo_stage1c_reconst/test/pohang_hpo3_reconst_L6_D256_BP5_80/test_predictions.csv
[INFO] saved test metrics    : runs/hpo_stage1c_reconst/test/pohang_hpo3_reconst_L6_D256_BP5_80/test_metrics_fixed_threshold.json
{
  "acc": 0.7789115646258503,
  "precision": 0.9,
  "recall": 0.5581395348837209,
  "f1": 0.6889952153110048,
  "tp": 72,
  "tn": 157,
  "fp": 8,
  "fn": 57,
  "threshold": 7.227598190307617
}
[WARN] json not found: runs/hpo_stage1c_reconst/test/pohang_hpo3_reconst_L6_D256_BP5_80/metrics.json
[DONE] pred_csv : runs/hpo_stage1c_reconst/test/pohang_hpo3_reconst_L6_D256_BP5_80/test_predictions.csv
[DONE] out_dir  : runs/hpo_stage1c_reconst/test/pohang_hpo3_reconst_L6_D256_BP5_80/analysis
[DONE] run_hpo3_reconst.sh finished.
[WORKER-6] finished cfg=config/base_hpo3_reconst_15.yaml status=0
