============================================================
[START] 2026-03-19 13:54:07 worker=1 gpu=2 cfg=config/base_hpo3_reconst_10.yaml mode=full
============================================================
[INFO] CUDA_VISIBLE_DEVICES=2
[INFO] MODE=full
[INFO] BASE_CFG=config/base_hpo3_reconst_10.yaml
[INFO] device: cuda
[INFO] visible GPUs: 0
[INFO] device: cuda
[INFO] pretrain mode: reconstruction
[INFO] save_dir: runs/hpo_stage1c_reconst/pretrain/pohang_hpo3_reconst_L6_D128_BP3_50
[INFO] model params: 19,688,513
[Epoch 001/150] loss=7.129711 | best=7.129711 (epoch 1) | time=39.8s
[Epoch 098/100] train_loss=0.057552 | val_loss=0.325956 | val_acc=0.9239 | best_metric=0.9689 (epoch 23) | time=10.0s
[Epoch 099/100] train_loss=0.039302 | val_loss=0.308432 | val_acc=0.9308 | best_metric=0.9689 (epoch 23) | time=11.8s
[Epoch 100/100] train_loss=0.046633 | val_loss=0.308597 | val_acc=0.9273 | best_metric=0.9689 (epoch 23) | time=10.8s
[DONE] finetune finished in 18.61 min
[DONE] best metric = 0.968858 at epoch 23
/home/ted1204/MS_Detection/src/training/trainer_test.py:469: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  ckpt = torch.load(ckpt_path, map_location="cpu")
[INFO] device: cuda
[INFO] visible GPUs: 0
[INFO] device: cuda
[INFO] save_dir: runs/hpo_stage1c_reconst/test/pohang_hpo3_reconst_L6_D128_BP3_50
[INFO] loaded finetuned model from: runs/hpo_stage1c_reconst/finetune/pohang_hpo3_reconst_L6_D128_BP3_50/best.pt
[INFO] load missing keys   : 0
[INFO] load unexpected keys: 0
[INFO] saved val predictions: runs/hpo_stage1c_reconst/test/pohang_hpo3_reconst_L6_D128_BP3_50/val_predictions.csv
[INFO] saved val threshold summary: runs/hpo_stage1c_reconst/test/pohang_hpo3_reconst_L6_D128_BP3_50/val_threshold_summary.json
[INFO] selected threshold from val: 4.910900
[INFO] saved test predictions: runs/hpo_stage1c_reconst/test/pohang_hpo3_reconst_L6_D128_BP3_50/test_predictions.csv
[INFO] saved test metrics    : runs/hpo_stage1c_reconst/test/pohang_hpo3_reconst_L6_D128_BP3_50/test_metrics_fixed_threshold.json
{
  "acc": 0.8503401360544217,
  "precision": 0.8828828828828829,
  "recall": 0.7596899224806202,
  "f1": 0.8166666666666668,
  "tp": 98,
  "tn": 152,
  "fp": 13,
  "fn": 31,
  "threshold": 4.910899639129639
}
[WARN] json not found: runs/hpo_stage1c_reconst/test/pohang_hpo3_reconst_L6_D128_BP3_50/metrics.json
[DONE] pred_csv : runs/hpo_stage1c_reconst/test/pohang_hpo3_reconst_L6_D128_BP3_50/test_predictions.csv
[DONE] out_dir  : runs/hpo_stage1c_reconst/test/pohang_hpo3_reconst_L6_D128_BP3_50/analysis
[DONE] run_hpo3_reconst.sh finished.
[WORKER-1] finished cfg=config/base_hpo3_reconst_10.yaml status=0
