============================================================
[START] 2026-03-19 13:51:02 worker=3 gpu=4 cfg=config/base_hpo3_reconst_12.yaml mode=full
============================================================
[INFO] CUDA_VISIBLE_DEVICES=4
[INFO] MODE=full
[INFO] BASE_CFG=config/base_hpo3_reconst_12.yaml
[INFO] device: cuda
[INFO] visible GPUs: 0
[INFO] device: cuda
[INFO] pretrain mode: reconstruction
[INFO] save_dir: runs/hpo_stage1c_reconst/pretrain/pohang_hpo3_reconst_L6_D128_BP5_80
[INFO] model params: 19,688,513
[Epoch 001/150] loss=4.799100 | best=4.799100 (epoch 1) | time=36.7s
[Epoch 098/100] train_loss=0.055354 | val_loss=0.545075 | val_acc=0.8339 | best_metric=0.8893 (epoch 15) | time=10.4s
[Epoch 099/100] train_loss=0.041089 | val_loss=0.626296 | val_acc=0.8374 | best_metric=0.8893 (epoch 15) | time=10.8s
[Epoch 100/100] train_loss=0.045694 | val_loss=0.576367 | val_acc=0.8270 | best_metric=0.8893 (epoch 15) | time=11.1s
[DONE] finetune finished in 19.33 min
[DONE] best metric = 0.889273 at epoch 15
/home/ted1204/MS_Detection/src/training/trainer_test.py:469: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  ckpt = torch.load(ckpt_path, map_location="cpu")
[INFO] device: cuda
[INFO] visible GPUs: 0
[INFO] device: cuda
[INFO] save_dir: runs/hpo_stage1c_reconst/test/pohang_hpo3_reconst_L6_D128_BP5_80
[INFO] loaded finetuned model from: runs/hpo_stage1c_reconst/finetune/pohang_hpo3_reconst_L6_D128_BP5_80/best.pt
[INFO] load missing keys   : 0
[INFO] load unexpected keys: 0
[INFO] saved val predictions: runs/hpo_stage1c_reconst/test/pohang_hpo3_reconst_L6_D128_BP5_80/val_predictions.csv
[INFO] saved val threshold summary: runs/hpo_stage1c_reconst/test/pohang_hpo3_reconst_L6_D128_BP5_80/val_threshold_summary.json
[INFO] selected threshold from val: 3.411182
[INFO] saved test predictions: runs/hpo_stage1c_reconst/test/pohang_hpo3_reconst_L6_D128_BP5_80/test_predictions.csv
[INFO] saved test metrics    : runs/hpo_stage1c_reconst/test/pohang_hpo3_reconst_L6_D128_BP5_80/test_metrics_fixed_threshold.json
{
  "acc": 0.7687074829931972,
  "precision": 0.8210526315789474,
  "recall": 0.6046511627906976,
  "f1": 0.6964285714285713,
  "tp": 78,
  "tn": 148,
  "fp": 17,
  "fn": 51,
  "threshold": 3.411181926727295
}
[WARN] json not found: runs/hpo_stage1c_reconst/test/pohang_hpo3_reconst_L6_D128_BP5_80/metrics.json
[DONE] pred_csv : runs/hpo_stage1c_reconst/test/pohang_hpo3_reconst_L6_D128_BP5_80/test_predictions.csv
[DONE] out_dir  : runs/hpo_stage1c_reconst/test/pohang_hpo3_reconst_L6_D128_BP5_80/analysis
[DONE] run_hpo3_reconst.sh finished.
[WORKER-3] finished cfg=config/base_hpo3_reconst_12.yaml status=0
