============================================================
[START] 2026-03-19 13:46:42 worker=0 gpu=1 cfg=config/base_hpo3_reconst_09.yaml mode=full
============================================================
[INFO] CUDA_VISIBLE_DEVICES=1
[INFO] MODE=full
[INFO] BASE_CFG=config/base_hpo3_reconst_09.yaml
[INFO] device: cuda
[INFO] visible GPUs: 0
[INFO] device: cuda
[INFO] pretrain mode: reconstruction
[INFO] save_dir: runs/hpo_stage1c_reconst/pretrain/pohang_hpo3_reconst_L5_D512_BP5_80
[INFO] model params: 8,805,825
[Epoch 001/150] loss=5.182235 | best=5.182235 (epoch 1) | time=45.9s
[Epoch 098/100] train_loss=0.047363 | val_loss=0.271917 | val_acc=0.9308 | best_metric=0.9550 (epoch 30) | time=11.2s
[Epoch 099/100] train_loss=0.037385 | val_loss=0.277430 | val_acc=0.9273 | best_metric=0.9550 (epoch 30) | time=10.7s
[Epoch 100/100] train_loss=0.030005 | val_loss=0.782097 | val_acc=0.7647 | best_metric=0.9550 (epoch 30) | time=10.5s
[DONE] finetune finished in 19.57 min
[DONE] best metric = 0.955017 at epoch 30
/home/ted1204/MS_Detection/src/training/trainer_test.py:469: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  ckpt = torch.load(ckpt_path, map_location="cpu")
[INFO] device: cuda
[INFO] visible GPUs: 0
[INFO] device: cuda
[INFO] save_dir: runs/hpo_stage1c_reconst/test/pohang_hpo3_reconst_L5_D512_BP5_80
[INFO] loaded finetuned model from: runs/hpo_stage1c_reconst/finetune/pohang_hpo3_reconst_L5_D512_BP5_80/best.pt
[INFO] load missing keys   : 0
[INFO] load unexpected keys: 0
[INFO] saved val predictions: runs/hpo_stage1c_reconst/test/pohang_hpo3_reconst_L5_D512_BP5_80/val_predictions.csv
[INFO] saved val threshold summary: runs/hpo_stage1c_reconst/test/pohang_hpo3_reconst_L5_D512_BP5_80/val_threshold_summary.json
[INFO] selected threshold from val: 3.645375
[INFO] saved test predictions: runs/hpo_stage1c_reconst/test/pohang_hpo3_reconst_L5_D512_BP5_80/test_predictions.csv
[INFO] saved test metrics    : runs/hpo_stage1c_reconst/test/pohang_hpo3_reconst_L5_D512_BP5_80/test_metrics_fixed_threshold.json
{
  "acc": 0.826530612244898,
  "precision": 0.875,
  "recall": 0.7054263565891473,
  "f1": 0.7811158798283262,
  "tp": 91,
  "tn": 152,
  "fp": 13,
  "fn": 38,
  "threshold": 3.6453747749328613
}
[WARN] json not found: runs/hpo_stage1c_reconst/test/pohang_hpo3_reconst_L5_D512_BP5_80/metrics.json
[DONE] pred_csv : runs/hpo_stage1c_reconst/test/pohang_hpo3_reconst_L5_D512_BP5_80/test_predictions.csv
[DONE] out_dir  : runs/hpo_stage1c_reconst/test/pohang_hpo3_reconst_L5_D512_BP5_80/analysis
[DONE] run_hpo3_reconst.sh finished.
[WORKER-0] finished cfg=config/base_hpo3_reconst_09.yaml status=0
